NOMBRETOT,AUX_Tfno,DIR_LOCALIDAD,DIR_CP,DIR_PROVINCIA,ESTADO_2,ESTADO_1,NOMBRE1,DIR_COMPLETA,AUX_Idiomas,NOMBRE2,DIR_CALLE,TIEMPO
"ANGLADA JURADO, FRANCISCO JOSÉ (CLÍNICA BEIMAN CÓRDOBA )",957764786,CORDOBA,14014,CORDOBA,UROLOGIA,CORDOBA,"ANGLADA JURADO, FRANCISCO JOSÉ (CLÍNICA BEIMAN CÓRDOBA )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"ANGLADA JURADO, FRANCISCO JOSÉ (CLÍNICA BEIMAN CÓRDOBA )","Avda. de Zafiro, s/n",2017-11-14T02:20:39.743000
"ANGLADA, FRANCISCO (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )",957274600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,"ANGLADA, FRANCISCO (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"ANGLADA, FRANCISCO (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )","Avda. del Brillante,106",2017-11-14T02:20:40.303000
"ARANDA DONCEL, NICOLÁS",957291909,CORDOBA,14004,CORDOBA,UROLOGIA,CORDOBA,"ARANDA DONCEL, NICOLÁS","P.º. de la Victoria, 49 1º Dcha., 14004 - CORDOBA - CORDOBA",,,"P.º. de la Victoria, 49 1º Dcha.",2017-11-14T02:20:40.878000
"BERNAL TORRES, JAVIER (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,UROLOGIA,CORDOBA,"BERNAL TORRES, JAVIER (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"BERNAL TORRES, JAVIER (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:20:41.489000
"Campos Hernández, Juan Pablo                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,UROLOGIA,CORDOBA,"Campos Hernández, Juan Pablo                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Campos Hernández, Juan Pablo                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:20:42.151000
"Carazo Carazo, José Luis                                                                                                                    (Uroavanz                                                             )",957004600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,"Carazo Carazo, José Luis                                                                                                                    (Uroavanz                                                             )","Avda. del Brillante,106 Hospital de San Juan de Dios, 14012 - CORDOBA - CORDOBA",,"Carazo Carazo, José Luis                                                                                                                    (Uroavanz                                                             )","Avda. del Brillante,106 Hospital de San Juan de Dios",2017-11-14T02:20:42.775000
"Carazo Carazo, José Luis                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,UROLOGIA,CORDOBA,"Carazo Carazo, José Luis                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Carazo Carazo, José Luis                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:20:43.368000
"Carazo, José Luís                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,"Carazo, José Luís                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"Carazo, José Luís                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:20:43.934000
Centro Médico Ciudad Jardín,957450002,CORDOBA,14005,CORDOBA,UROLOGIA,CORDOBA,Centro Médico Ciudad Jardín,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:20:44.467000
Clínica Beiman Córdoba,957764786,CORDOBA,14014,CORDOBA,UROLOGIA,CORDOBA,Clínica Beiman Córdoba,"Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,,"Avda. de Zafiro, s/n",2017-11-14T02:20:45.022000
Hospital San Juan de Dios de Córdoba,957274600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,Hospital San Juan de Dios de Córdoba,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:20:45.643000
"Márquez López, Francisco Javier                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,UROLOGIA,CORDOBA,"Márquez López, Francisco Javier                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Márquez López, Francisco Javier                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:20:46.214000
"Santiago Agredano, Beatriz                                                                                                                    (Centro Médico Ciudad Jardín                                                             )",957450002,CORDOBA,14005,CORDOBA,UROLOGIA,CORDOBA,"Santiago Agredano, Beatriz                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"Santiago Agredano, Beatriz                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:20:46.782000
Uroavanz,957004600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,Uroavanz,"Avda. del Brillante,106 Hospital de San Juan de Dios, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106 Hospital de San Juan de Dios",2017-11-14T02:20:47.389000
VIVISOL,902407010,CORDOBA,14001,CORDOBA,VENTILOTERAPIA,CORDOBA,VIVISOL,"- AEROSOLTERAPIA DOMICILIARIA, 14001 - CORDOBA - CORDOBA",,,- AEROSOLTERAPIA DOMICILIARIA,2017-11-14T02:21:05.663000
AEROSOLTERAPIA CONTSE,916590310,CORDOBA,14001,CORDOBA,VENTILOTERAPIA,CORDOBA,AEROSOLTERAPIA CONTSE,"- AEROSOLTERAPIA DOMICILIARIA, 14001 - CORDOBA - CORDOBA",,,- AEROSOLTERAPIA DOMICILIARIA,2017-11-14T02:21:06.221000
LINDE HEALTHCARE,900100095,CORDOBA,14001,CORDOBA,VENTILOTERAPIA,CORDOBA,LINDE HEALTHCARE,"- AEROSOLTERAPIA DOMICILIARIA, 14001 - CORDOBA - CORDOBA",,,- AEROSOLTERAPIA DOMICILIARIA,2017-11-14T02:21:06.794000
"VICENTE RUIZ, JUAN",969320197,TARANCON,16400,CUENCA,ALERGOLOGIA,CUENCA,"VICENTE RUIZ, JUAN","Avda. Juan Carlos I, 1 3º C, 16400 - TARANCON - CUENCA",,,"Avda. Juan Carlos I, 1 3º C",2017-11-14T02:21:17.710000
LABORATORIO MEGALAB,969236183,CUENCA,16002,CUENCA,ANALISIS CLINICOS,CUENCA,LABORATORIO MEGALAB,"Avda. de San Julián, 1 Hospital Recoletas Cuenca, 16002 - CUENCA - CUENCA",,,"Avda. de San Julián, 1 Hospital Recoletas Cuenca",2017-11-14T02:21:28.552000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,ANALISIS CLINICOS,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:21:29.172000
"ZAMORANO HERNÁNDEZ, AMELIA",969302147,SAN CLEMENTE,16600,CUENCA,ANALISIS CLINICOS,CUENCA,"ZAMORANO HERNÁNDEZ, AMELIA","Ancha, 22 Bajo, 16600 - SAN CLEMENTE - CUENCA",,,"Ancha, 22 Bajo",2017-11-14T02:21:29.687000
"LÓPEZ GARCÍA-ASENJO, JOSÉ A. (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,ANATOMIA PATOLOGICA,CUENCA,"LÓPEZ GARCÍA-ASENJO, JOSÉ A. (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"LÓPEZ GARCÍA-ASENJO, JOSÉ A. (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:21:41.672000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,ANATOMIA PATOLOGICA,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:21:42.188000
"JIMÉNEZ RAMOS, ANTONIO D. (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,ANGIOLOGIA Y CIRUGIA VASCULAR,CUENCA,"JIMÉNEZ RAMOS, ANTONIO D. (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"JIMÉNEZ RAMOS, ANTONIO D. (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:04.801000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,ANGIOLOGIA Y CIRUGIA VASCULAR,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:22:06.220000
"VERA ARTAZCOZ, ADRIANA (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,ANGIOLOGIA Y CIRUGIA VASCULAR,CUENCA,"VERA ARTAZCOZ, ADRIANA (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"VERA ARTAZCOZ, ADRIANA (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:06.767000
"GARCÍA-CANO LIZCANO, JESÚS (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,APARATO DIGESTIVO,CUENCA,"GARCÍA-CANO LIZCANO, JESÚS (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"GARCÍA-CANO LIZCANO, JESÚS (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:18.385000
"MORENO SERRANO, ALMUDENA (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,APARATO DIGESTIVO,CUENCA,"MORENO SERRANO, ALMUDENA (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"MORENO SERRANO, ALMUDENA (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:18.940000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,APARATO DIGESTIVO,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:22:19.460000
"IBORRA CUEVAS, CRISTIAN (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CARDIOLOGIA,CUENCA,"IBORRA CUEVAS, CRISTIAN (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"IBORRA CUEVAS, CRISTIAN (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:31.922000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,CARDIOLOGIA,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:22:32.518000
"LOUREDO MÉNDEZ, ANGEL MARTÍN (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CIRUGIA GENERAL Y DEL APARATO DIGESTIVO,CUENCA,"LOUREDO MÉNDEZ, ANGEL MARTÍN (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"LOUREDO MÉNDEZ, ANGEL MARTÍN (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:55.530000
"MOLINA NAVARRO, CARLOS (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CIRUGIA GENERAL Y DEL APARATO DIGESTIVO,CUENCA,"MOLINA NAVARRO, CARLOS (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"MOLINA NAVARRO, CARLOS (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:22:56.158000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,CIRUGIA GENERAL Y DEL APARATO DIGESTIVO,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:22:56.697000
"GINER DÍAZ, JORGE LUÍS (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CIRUGIA MAXILOFACIAL,CUENCA,"GINER DÍAZ, JORGE LUÍS (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"GINER DÍAZ, JORGE LUÍS (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:23:11.079000
"ORTIZ DE ARTIÑANO JIMÉNEZ, FERNANDO MARÍA (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CIRUGIA MAXILOFACIAL,CUENCA,"ORTIZ DE ARTIÑANO JIMÉNEZ, FERNANDO MARÍA (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"ORTIZ DE ARTIÑANO JIMÉNEZ, FERNANDO MARÍA (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:23:12.531000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,CIRUGIA MAXILOFACIAL,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:23:13.081000
"ÁLVAREZ YAGÜE, ELENA (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,CIRUGIA MAXILOFACIAL,CUENCA,"ÁLVAREZ YAGÜE, ELENA (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"ÁLVAREZ YAGÜE, ELENA (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:23:13.603000
"MARTÍNEZ RUBIO, JESÚS",969232500,CUENCA,16002,CUENCA,DERMATOLOGIA,CUENCA,"MARTÍNEZ RUBIO, JESÚS","C/ Avda. San Julián, 1 Hospital Recoletas Cuenca, 16002 - CUENCA - CUENCA",,,"C/ Avda. San Julián, 1 Hospital Recoletas Cuenca",2017-11-14T02:24:08.799000
"ALRAMADAN ALJAMALAH, MUBARK (RECOLETAS CUENCA )",969232500,CUENCA,16003,CUENCA,ENDOCRINOLOGIA,CUENCA,"ALRAMADAN ALJAMALAH, MUBARK (RECOLETAS CUENCA )","Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,"ALRAMADAN ALJAMALAH, MUBARK (RECOLETAS CUENCA )","Avda. San Julián, 1",2017-11-14T02:24:23.574000
RECOLETAS CUENCA,969232500,CUENCA,16003,CUENCA,ENDOCRINOLOGIA,CUENCA,RECOLETAS CUENCA,"Avda. San Julián, 1, 16003 - CUENCA - CUENCA",,,"Avda. San Julián, 1",2017-11-14T02:24:25.018000
CENTROS MAGDALA,969239927,CUENCA,16002,CUENCA,ENFERMERIA,CUENCA,CENTROS MAGDALA,"C/ Cerro de la majestad, 3, 16002 - CUENCA - CUENCA",,,"C/ Cerro de la majestad, 3",2017-11-14T02:24:38.264000
CLÍNICA ALMED,969235747,CUENCA,16001,CUENCA,ENFERMERIA,CUENCA,CLÍNICA ALMED,"Dr. Ferrán, 3 Bajo, 16001 - CUENCA - CUENCA",,,"Dr. Ferrán, 3 Bajo",2017-11-14T02:24:38.843000
"MANOLE, MARÍA EMILIA (CLÍNICA ALMED )",969235747,CUENCA,16001,CUENCA,ENFERMERIA,CUENCA,"MANOLE, MARÍA EMILIA (CLÍNICA ALMED )","Dr. Ferrán, 3 Bajo, 16001 - CUENCA - CUENCA",,"MANOLE, MARÍA EMILIA (CLÍNICA ALMED )","Dr. Ferrán, 3 Bajo",2017-11-14T02:24:39.397000
"TORRIJOS ORTEGA, CELIA (CENTROS MAGDALA )",969239927,CUENCA,16002,CUENCA,ENFERMERIA,CUENCA,"TORRIJOS ORTEGA, CELIA (CENTROS MAGDALA )","C/ Cerro de la majestad, 3, 16002 - CUENCA - CUENCA",,"TORRIJOS ORTEGA, CELIA (CENTROS MAGDALA )","C/ Cerro de la majestad, 3",2017-11-14T02:24:40.008000
"CALLEJA MARTÍNEZ, CRISTINA (CLÍNICA ALMED )",969235747,CUENCA,16001,CUENCA,FISIOTERAPIA,CUENCA,"CALLEJA MARTÍNEZ, CRISTINA (CLÍNICA ALMED )","Dr. Ferrán, 3 Bajo, 16001 - CUENCA - CUENCA",,"CALLEJA MARTÍNEZ, CRISTINA (CLÍNICA ALMED )","Dr. Ferrán, 3 Bajo",2017-11-14T02:24:53.331000
CENTROS MAGDALA,969239927,CUENCA,16002,CUENCA,FISIOTERAPIA,CUENCA,CENTROS MAGDALA,"C/ Cerro de la majestad, 3, 16002 - CUENCA - CUENCA",,,"C/ Cerro de la majestad, 3",2017-11-14T02:24:53.845000
CLÍNICA ALMED,969235747,CUENCA,16001,CUENCA,FISIOTERAPIA,CUENCA,CLÍNICA ALMED,"Dr. Ferrán, 3 Bajo, 16001 - CUENCA - CUENCA",,,"Dr. Ferrán, 3 Bajo",2017-11-14T02:24:54.429000
"FERNÁNDEZ IZQUIERDO, RAMÓN (CENTROS MAGDALA )",969239927,CUENCA,16002,CUENCA,FISIOTERAPIA,CUENCA,"FERNÁNDEZ IZQUIERDO, RAMÓN (CENTROS MAGDALA )","C/ Cerro de la majestad, 3, 16002 - CUENCA - CUENCA",,"FERNÁNDEZ IZQUIERDO, RAMÓN (CENTROS MAGDALA )","C/ Cerro de la majestad, 3",2017-11-14T02:24:54.990000
"GARCÍA CASADO, NURIA",667937664,HORCAJO DE SANTIAGO,16410,CUENCA,FISIOTERAPIA,CUENCA,"GARCÍA CASADO, NURIA","C/ Caño Gordo, 3, 16410 - HORCAJO DE SANTIAGO - CUENCA",,,"C/ Caño Gordo, 3",2017-11-14T02:24:55.502000
"Poyatos Demira, Cristina                                                                                                                    (Clínica Almed                                                             )",969235747,CUENCA,16001,CUENCA,FISIOTERAPIA,CUENCA,"Poyatos Demira, Cristina                                                                                                                    (Clínica Almed                                                             )","Dr. Ferrán, 3 Bajo, 16001 - CUENCA - CUENCA",,"Poyatos Demira, Cristina                                                                                                                    (Clínica Almed                                                             )","Dr. Ferrán, 3 Bajo",2017-11-14T02:24:56.060000
